iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_deaths_per_million,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,stringency_index,gdp_per_capita,human_development_index,population
BRA,South America,Brazil,2020-01-05,0.0,0.0,,0.0,0.0,,0.0,,,0.0,14103.45,0.76,215313504
BRA,South America,Brazil,2020-01-06,0.0,0.0,,0.0,0.0,,0.0,,,0.0,14103.45,0.76,215313504
BRA,South America,Brazil,2020-01-07,0.0,0.0,,0.0,0.0,,0.0,,,0.0,14103.45,0.76,215313504
BRA,South America,Brazil,2020-01-08,0.0,0.0,,0.0,0.0,,0.0,,,0.0,14103.45,0.76,215313504
BRA,South America,Brazil,2020-01-09,0.0,0.0,,0.0,0.0,,0.0,,,0.0,14103.45,0.76,215313504
BRA,South America,Brazil,2020-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,14103.45,0.76,215313504
BRA,South America,Brazil,2020-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,14103.45,0.76,215313504
BRA,South America,Brazil,2020-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,14103.45,0.76,215313504
BRA,South America,Brazil,2020-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,14103.45,0.76,215313504
BRA,South America,Brazil,2020-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,14103.45,0.76,215313504
BRA,South America,Brazil,2020-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,14103.45,0.76,215313504
BRA,South America,Brazil,2020-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,14103.45,0.76,215313504
BRA,South America,Brazil,2020-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,14103.45,0.76,215313504
BRA,South America,Brazil,2020-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,14103.45,0.76,215313504
BRA,South America,Brazil,2020-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,14103.45,0.76,215313504
BRA,South America,Brazil,2020-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,14103.45,0.76,215313504
BRA,South America,Brazil,2020-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,14103.45,0.76,215313504
BRA,South America,Brazil,2020-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,14103.45,0.76,215313504
BRA,South America,Brazil,2020-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,14103.45,0.76,215313504
BRA,South America,Brazil,2020-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,14103.45,0.76,215313504
BRA,South America,Brazil,2020-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,14103.45,0.76,215313504
BRA,South America,Brazil,2020-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,14103.45,0.76,215313504
BRA,South America,Brazil,2020-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,14103.45,0.76,215313504
BRA,South America,Brazil,2020-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,14103.45,0.76,215313504
BRA,South America,Brazil,2020-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5.56,14103.45,0.76,215313504
BRA,South America,Brazil,2020-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5.56,14103.45,0.76,215313504
BRA,South America,Brazil,2020-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5.56,14103.45,0.76,215313504
BRA,South America,Brazil,2020-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5.56,14103.45,0.76,215313504
BRA,South America,Brazil,2020-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5.56,14103.45,0.76,215313504
BRA,South America,Brazil,2020-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5.56,14103.45,0.76,215313504
BRA,South America,Brazil,2020-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5.56,14103.45,0.76,215313504
BRA,South America,Brazil,2020-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5.56,14103.45,0.76,215313504
BRA,South America,Brazil,2020-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5.56,14103.45,0.76,215313504
BRA,South America,Brazil,2020-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5.56,14103.45,0.76,215313504
BRA,South America,Brazil,2020-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5.56,14103.45,0.76,215313504
BRA,South America,Brazil,2020-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5.56,14103.45,0.76,215313504
BRA,South America,Brazil,2020-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5.56,14103.45,0.76,215313504
BRA,South America,Brazil,2020-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5.56,14103.45,0.76,215313504
BRA,South America,Brazil,2020-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5.56,14103.45,0.76,215313504
BRA,South America,Brazil,2020-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5.56,14103.45,0.76,215313504
BRA,South America,Brazil,2020-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5.56,14103.45,0.76,215313504
BRA,South America,Brazil,2020-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5.56,14103.45,0.76,215313504
BRA,South America,Brazil,2020-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5.56,14103.45,0.76,215313504
BRA,South America,Brazil,2020-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5.56,14103.45,0.76,215313504
BRA,South America,Brazil,2020-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5.56,14103.45,0.76,215313504
BRA,South America,Brazil,2020-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5.56,14103.45,0.76,215313504
BRA,South America,Brazil,2020-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5.56,14103.45,0.76,215313504
BRA,South America,Brazil,2020-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5.56,14103.45,0.76,215313504
BRA,South America,Brazil,2020-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5.56,14103.45,0.76,215313504
BRA,South America,Brazil,2020-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5.56,14103.45,0.76,215313504
BRA,South America,Brazil,2020-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5.56,14103.45,0.76,215313504
BRA,South America,Brazil,2020-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5.56,14103.45,0.76,215313504
BRA,South America,Brazil,2020-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5.56,14103.45,0.76,215313504
BRA,South America,Brazil,2020-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5.56,14103.45,0.76,215313504
BRA,South America,Brazil,2020-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5.56,14103.45,0.76,215313504
BRA,South America,Brazil,2020-02-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5.56,14103.45,0.76,215313504
BRA,South America,Brazil,2020-03-01,1.0,1.0,0.14,0.0,0.0,0.0,0.0,,,5.56,14103.45,0.76,215313504
BRA,South America,Brazil,2020-03-02,1.0,0.0,0.14,0.0,0.0,0.0,0.0,,,11.11,14103.45,0.76,215313504
BRA,South America,Brazil,2020-03-03,1.0,0.0,0.14,0.0,0.0,0.0,0.0,,,11.11,14103.45,0.76,215313504
BRA,South America,Brazil,2020-03-04,1.0,0.0,0.14,0.0,0.0,0.0,0.0,,,11.11,14103.45,0.76,215313504
BRA,South America,Brazil,2020-03-05,1.0,0.0,0.14,0.0,0.0,0.0,0.0,,,11.11,14103.45,0.76,215313504
BRA,South America,Brazil,2020-03-06,1.0,0.0,0.14,0.0,0.0,0.0,0.0,,,11.11,14103.45,0.76,215313504
BRA,South America,Brazil,2020-03-07,1.0,0.0,0.14,0.0,0.0,0.0,0.0,,,11.11,14103.45,0.76,215313504
BRA,South America,Brazil,2020-03-08,13.0,12.0,1.71,0.0,0.0,0.0,0.0,,,11.11,14103.45,0.76,215313504
BRA,South America,Brazil,2020-03-09,13.0,0.0,1.71,0.0,0.0,0.0,0.0,,,11.11,14103.45,0.76,215313504
BRA,South America,Brazil,2020-03-10,13.0,0.0,1.71,0.0,0.0,0.0,0.0,,,11.11,14103.45,0.76,215313504
BRA,South America,Brazil,2020-03-11,13.0,0.0,1.71,0.0,0.0,0.0,0.0,,,11.11,14103.45,0.76,215313504
BRA,South America,Brazil,2020-03-12,13.0,0.0,1.71,0.0,0.0,0.0,0.0,,,28.7,14103.45,0.76,215313504
BRA,South America,Brazil,2020-03-13,13.0,0.0,1.71,0.0,0.0,0.0,0.0,,,37.96,14103.45,0.76,215313504
BRA,South America,Brazil,2020-03-14,13.0,0.0,1.71,0.0,0.0,0.0,0.0,,,42.13,14103.45,0.76,215313504
BRA,South America,Brazil,2020-03-15,84.0,71.0,10.14,0.0,0.0,0.0,0.0,,,42.13,14103.45,0.76,215313504
BRA,South America,Brazil,2020-03-16,84.0,0.0,10.14,0.0,0.0,0.0,0.0,,,42.13,14103.45,0.76,215313504
BRA,South America,Brazil,2020-03-17,84.0,0.0,10.14,0.0,0.0,0.0,0.0,,,57.87,14103.45,0.76,215313504
BRA,South America,Brazil,2020-03-18,84.0,0.0,10.14,0.0,0.0,0.0,0.0,,,60.65,14103.45,0.76,215313504
BRA,South America,Brazil,2020-03-19,84.0,0.0,10.14,0.0,0.0,0.0,0.0,,,66.2,14103.45,0.76,215313504
BRA,South America,Brazil,2020-03-20,84.0,0.0,10.14,0.0,0.0,0.0,0.0,,,66.2,14103.45,0.76,215313504
BRA,South America,Brazil,2020-03-21,84.0,0.0,10.14,0.0,0.0,0.0,0.0,,,71.76,14103.45,0.76,215313504
BRA,South America,Brazil,2020-03-22,904.0,820.0,117.14,11.0,11.0,1.57,0.05,,,71.76,14103.45,0.76,215313504
BRA,South America,Brazil,2020-03-23,904.0,0.0,117.14,11.0,0.0,1.57,0.05,,,71.76,14103.45,0.76,215313504
BRA,South America,Brazil,2020-03-24,904.0,0.0,117.14,11.0,0.0,1.57,0.05,,,71.76,14103.45,0.76,215313504
BRA,South America,Brazil,2020-03-25,904.0,0.0,117.14,11.0,0.0,1.57,0.05,,,71.76,14103.45,0.76,215313504
BRA,South America,Brazil,2020-03-26,904.0,0.0,117.14,11.0,0.0,1.57,0.05,,,71.76,14103.45,0.76,215313504
BRA,South America,Brazil,2020-03-27,904.0,0.0,117.14,11.0,0.0,1.57,0.05,,,74.54,14103.45,0.76,215313504
BRA,South America,Brazil,2020-03-28,904.0,0.0,117.14,11.0,0.0,1.57,0.05,,,74.54,14103.45,0.76,215313504
BRA,South America,Brazil,2020-03-29,3417.0,2513.0,359.0,92.0,81.0,11.57,0.44,,,74.54,14103.45,0.76,215313504
BRA,South America,Brazil,2020-03-30,3417.0,0.0,359.0,92.0,0.0,11.57,0.44,,,74.54,14103.45,0.76,215313504
BRA,South America,Brazil,2020-03-31,3417.0,0.0,359.0,92.0,0.0,11.57,0.44,,,74.54,14103.45,0.76,215313504
BRA,South America,Brazil,2020-04-01,3417.0,0.0,359.0,92.0,0.0,11.57,0.44,,,74.54,14103.45,0.76,215313504
BRA,South America,Brazil,2020-04-02,3417.0,0.0,359.0,92.0,0.0,11.57,0.44,,,74.54,14103.45,0.76,215313504
BRA,South America,Brazil,2020-04-03,3417.0,0.0,359.0,92.0,0.0,11.57,0.44,,,74.54,14103.45,0.76,215313504
BRA,South America,Brazil,2020-04-04,3417.0,0.0,359.0,92.0,0.0,11.57,0.44,,,74.54,14103.45,0.76,215313504
BRA,South America,Brazil,2020-04-05,9056.0,5639.0,805.57,359.0,267.0,38.14,1.71,,,74.54,14103.45,0.76,215313504
BRA,South America,Brazil,2020-04-06,9056.0,0.0,805.57,359.0,0.0,38.14,1.71,,,74.54,14103.45,0.76,215313504
BRA,South America,Brazil,2020-04-07,9056.0,0.0,805.57,359.0,0.0,38.14,1.71,,,74.54,14103.45,0.76,215313504
BRA,South America,Brazil,2020-04-08,9056.0,0.0,805.57,359.0,0.0,38.14,1.71,,,74.54,14103.45,0.76,215313504
BRA,South America,Brazil,2020-04-09,9056.0,0.0,805.57,359.0,0.0,38.14,1.71,,,74.54,14103.45,0.76,215313504
BRA,South America,Brazil,2020-04-10,9056.0,0.0,805.57,359.0,0.0,38.14,1.71,,,74.54,14103.45,0.76,215313504
BRA,South America,Brazil,2020-04-11,9056.0,0.0,805.57,359.0,0.0,38.14,1.71,,,74.54,14103.45,0.76,215313504
BRA,South America,Brazil,2020-04-12,19638.0,10582.0,1511.71,1056.0,697.0,99.57,5.02,,,74.54,14103.45,0.76,215313504
BRA,South America,Brazil,2020-04-13,19638.0,0.0,1511.71,1056.0,0.0,99.57,5.02,,,74.54,14103.45,0.76,215313504
BRA,South America,Brazil,2020-04-14,19638.0,0.0,1511.71,1056.0,0.0,99.57,5.02,,,74.54,14103.45,0.76,215313504
BRA,South America,Brazil,2020-04-15,19638.0,0.0,1511.71,1056.0,0.0,99.57,5.02,,,74.54,14103.45,0.76,215313504
BRA,South America,Brazil,2020-04-16,19638.0,0.0,1511.71,1056.0,0.0,99.57,5.02,,,74.54,14103.45,0.76,215313504
BRA,South America,Brazil,2020-04-17,19638.0,0.0,1511.71,1056.0,0.0,99.57,5.02,,,74.54,14103.45,0.76,215313504
BRA,South America,Brazil,2020-04-18,19638.0,0.0,1511.71,1056.0,0.0,99.57,5.02,,,74.54,14103.45,0.76,215313504
BRA,South America,Brazil,2020-04-19,33682.0,14044.0,2006.29,2141.0,1085.0,155.0,10.18,,,74.54,14103.45,0.76,215313504
BRA,South America,Brazil,2020-04-20,33682.0,0.0,2006.29,2141.0,0.0,155.0,10.18,,,74.54,14103.45,0.76,215313504
BRA,South America,Brazil,2020-04-21,33682.0,0.0,2006.29,2141.0,0.0,155.0,10.18,,,74.54,14103.45,0.76,215313504
BRA,South America,Brazil,2020-04-22,33682.0,0.0,2006.29,2141.0,0.0,155.0,10.18,,,74.54,14103.45,0.76,215313504
BRA,South America,Brazil,2020-04-23,33682.0,0.0,2006.29,2141.0,0.0,155.0,10.18,,,74.54,14103.45,0.76,215313504
BRA,South America,Brazil,2020-04-24,33682.0,0.0,2006.29,2141.0,0.0,155.0,10.18,,,74.54,14103.45,0.76,215313504
BRA,South America,Brazil,2020-04-25,33682.0,0.0,2006.29,2141.0,0.0,155.0,10.18,,,74.54,14103.45,0.76,215313504
BRA,South America,Brazil,2020-04-26,52995.0,19313.0,2759.0,3670.0,1529.0,218.43,17.45,,,77.31,14103.45,0.76,215313504
BRA,South America,Brazil,2020-04-27,52995.0,0.0,2759.0,3670.0,0.0,218.43,17.45,,,77.31,14103.45,0.76,215313504
BRA,South America,Brazil,2020-04-28,52995.0,0.0,2759.0,3670.0,0.0,218.43,17.45,,,77.31,14103.45,0.76,215313504
BRA,South America,Brazil,2020-04-29,52995.0,0.0,2759.0,3670.0,0.0,218.43,17.45,,,77.31,14103.45,0.76,215313504
BRA,South America,Brazil,2020-04-30,52995.0,0.0,2759.0,3670.0,0.0,218.43,17.45,,,77.31,14103.45,0.76,215313504
BRA,South America,Brazil,2020-05-01,52995.0,0.0,2759.0,3670.0,0.0,218.43,17.45,,,77.31,14103.45,0.76,215313504
BRA,South America,Brazil,2020-05-02,52995.0,0.0,2759.0,3670.0,0.0,218.43,17.45,,,77.31,14103.45,0.76,215313504
BRA,South America,Brazil,2020-05-03,91589.0,38594.0,5513.43,6329.0,2659.0,379.86,30.09,,,77.31,14103.45,0.76,215313504
BRA,South America,Brazil,2020-05-04,91589.0,0.0,5513.43,6329.0,0.0,379.86,30.09,,,77.31,14103.45,0.76,215313504
BRA,South America,Brazil,2020-05-05,91589.0,0.0,5513.43,6329.0,0.0,379.86,30.09,,,81.02,14103.45,0.76,215313504
BRA,South America,Brazil,2020-05-06,91589.0,0.0,5513.43,6329.0,0.0,379.86,30.09,,,81.02,14103.45,0.76,215313504
BRA,South America,Brazil,2020-05-07,91589.0,0.0,5513.43,6329.0,0.0,379.86,30.09,,,81.02,14103.45,0.76,215313504
BRA,South America,Brazil,2020-05-08,91589.0,0.0,5513.43,6329.0,0.0,379.86,30.09,,,81.02,14103.45,0.76,215313504
BRA,South America,Brazil,2020-05-09,91589.0,0.0,5513.43,6329.0,0.0,379.86,30.09,,,81.02,14103.45,0.76,215313504
BRA,South America,Brazil,2020-05-10,145328.0,53739.0,7677.0,9897.0,3568.0,509.71,47.06,,,81.02,14103.45,0.76,215313504
BRA,South America,Brazil,2020-05-11,145328.0,0.0,7677.0,9897.0,0.0,509.71,47.06,,,81.02,14103.45,0.76,215313504
BRA,South America,Brazil,2020-05-12,145328.0,0.0,7677.0,9897.0,0.0,509.71,47.06,,,81.02,14103.45,0.76,215313504
BRA,South America,Brazil,2020-05-13,145328.0,0.0,7677.0,9897.0,0.0,509.71,47.06,,,81.02,14103.45,0.76,215313504
BRA,South America,Brazil,2020-05-14,145328.0,0.0,7677.0,9897.0,0.0,509.71,47.06,,,81.02,14103.45,0.76,215313504
BRA,South America,Brazil,2020-05-15,145328.0,0.0,7677.0,9897.0,0.0,509.71,47.06,,,81.02,14103.45,0.76,215313504
BRA,South America,Brazil,2020-05-16,145328.0,0.0,7677.0,9897.0,0.0,509.71,47.06,,,81.02,14103.45,0.76,215313504
BRA,South America,Brazil,2020-05-17,218223.0,72895.0,10413.57,14817.0,4920.0,702.86,70.45,,,81.02,14103.45,0.76,215313504
BRA,South America,Brazil,2020-05-18,218223.0,0.0,10413.57,14817.0,0.0,702.86,70.45,,,81.02,14103.45,0.76,215313504
BRA,South America,Brazil,2020-05-19,218223.0,0.0,10413.57,14817.0,0.0,702.86,70.45,,,81.02,14103.45,0.76,215313504
BRA,South America,Brazil,2020-05-20,218223.0,0.0,10413.57,14817.0,0.0,702.86,70.45,,,81.02,14103.45,0.76,215313504
BRA,South America,Brazil,2020-05-21,218223.0,0.0,10413.57,14817.0,0.0,702.86,70.45,,,81.02,14103.45,0.76,215313504
BRA,South America,Brazil,2020-05-22,218223.0,0.0,10413.57,14817.0,0.0,702.86,70.45,,,81.02,14103.45,0.76,215313504
BRA,South America,Brazil,2020-05-23,218223.0,0.0,10413.57,14817.0,0.0,702.86,70.45,,,81.02,14103.45,0.76,215313504
BRA,South America,Brazil,2020-05-24,330890.0,112667.0,16095.29,21048.0,6231.0,890.14,100.08,,,81.02,14103.45,0.76,215313504
BRA,South America,Brazil,2020-05-25,330890.0,0.0,16095.29,21048.0,0.0,890.14,100.08,,,81.02,14103.45,0.76,215313504
BRA,South America,Brazil,2020-05-26,330890.0,0.0,16095.29,21048.0,0.0,890.14,100.08,,,81.02,14103.45,0.76,215313504
BRA,South America,Brazil,2020-05-27,330890.0,0.0,16095.29,21048.0,0.0,890.14,100.08,,,81.02,14103.45,0.76,215313504
BRA,South America,Brazil,2020-05-28,330890.0,0.0,16095.29,21048.0,0.0,890.14,100.08,,,81.02,14103.45,0.76,215313504
BRA,South America,Brazil,2020-05-29,330890.0,0.0,16095.29,21048.0,0.0,890.14,100.08,,,81.02,14103.45,0.76,215313504
BRA,South America,Brazil,2020-05-30,330890.0,0.0,16095.29,21048.0,0.0,890.14,100.08,,,81.02,14103.45,0.76,215313504
BRA,South America,Brazil,2020-05-31,465166.0,134276.0,19182.29,27878.0,6830.0,975.71,132.56,,,81.02,14103.45,0.76,215313504
BRA,South America,Brazil,2020-06-01,465166.0,0.0,19182.29,27878.0,0.0,975.71,132.56,,,77.31,14103.45,0.76,215313504
BRA,South America,Brazil,2020-06-02,465166.0,0.0,19182.29,27878.0,0.0,975.71,132.56,,,77.31,14103.45,0.76,215313504
BRA,South America,Brazil,2020-06-03,465166.0,0.0,19182.29,27878.0,0.0,975.71,132.56,,,77.31,14103.45,0.76,215313504
BRA,South America,Brazil,2020-06-04,465166.0,0.0,19182.29,27878.0,0.0,975.71,132.56,,,77.31,14103.45,0.76,215313504
BRA,South America,Brazil,2020-06-05,465166.0,0.0,19182.29,27878.0,0.0,975.71,132.56,,,77.31,14103.45,0.76,215313504
BRA,South America,Brazil,2020-06-06,465166.0,0.0,19182.29,27878.0,0.0,975.71,132.56,,,77.31,14103.45,0.76,215313504
BRA,South America,Brazil,2020-06-07,645771.0,180605.0,25800.71,35026.0,7148.0,1021.14,166.55,,,77.31,14103.45,0.76,215313504
BRA,South America,Brazil,2020-06-08,645771.0,0.0,25800.71,35026.0,0.0,1021.14,166.55,,,77.31,14103.45,0.76,215313504
BRA,South America,Brazil,2020-06-09,645771.0,0.0,25800.71,35026.0,0.0,1021.14,166.55,,,77.31,14103.45,0.76,215313504
BRA,South America,Brazil,2020-06-10,645771.0,0.0,25800.71,35026.0,0.0,1021.14,166.55,,,77.31,14103.45,0.76,215313504
BRA,South America,Brazil,2020-06-11,645771.0,0.0,25800.71,35026.0,0.0,1021.14,166.55,,,77.31,14103.45,0.76,215313504
BRA,South America,Brazil,2020-06-12,645771.0,0.0,25800.71,35026.0,0.0,1021.14,166.55,,,77.31,14103.45,0.76,215313504
BRA,South America,Brazil,2020-06-13,645771.0,0.0,25800.71,35026.0,0.0,1021.14,166.55,,,77.31,14103.45,0.76,215313504
BRA,South America,Brazil,2020-06-14,828810.0,183039.0,26148.43,41828.0,6802.0,971.71,198.89,,,77.31,14103.45,0.76,215313504
BRA,South America,Brazil,2020-06-15,828810.0,0.0,26148.43,41828.0,0.0,971.71,198.89,,,77.31,14103.45,0.76,215313504
BRA,South America,Brazil,2020-06-16,828810.0,0.0,26148.43,41828.0,0.0,971.71,198.89,,,77.31,14103.45,0.76,215313504
BRA,South America,Brazil,2020-06-17,828810.0,0.0,26148.43,41828.0,0.0,971.71,198.89,,,77.31,14103.45,0.76,215313504
BRA,South America,Brazil,2020-06-18,828810.0,0.0,26148.43,41828.0,0.0,971.71,198.89,,,77.31,14103.45,0.76,215313504
BRA,South America,Brazil,2020-06-19,828810.0,0.0,26148.43,41828.0,0.0,971.71,198.89,,,77.31,14103.45,0.76,215313504
BRA,South America,Brazil,2020-06-20,828810.0,0.0,26148.43,41828.0,0.0,971.71,198.89,,,77.31,14103.45,0.76,215313504
BRA,South America,Brazil,2020-06-21,1032913.0,204103.0,29157.57,48954.0,7126.0,1018.0,232.78,,,77.31,14103.45,0.76,215313504
BRA,South America,Brazil,2020-06-22,1032913.0,0.0,29157.57,48954.0,0.0,1018.0,232.78,,,77.31,14103.45,0.76,215313504
BRA,South America,Brazil,2020-06-23,1032913.0,0.0,29157.57,48954.0,0.0,1018.0,232.78,,,77.31,14103.45,0.76,215313504
BRA,South America,Brazil,2020-06-24,1032913.0,0.0,29157.57,48954.0,0.0,1018.0,232.78,,,77.31,14103.45,0.76,215313504
BRA,South America,Brazil,2020-06-25,1032913.0,0.0,29157.57,48954.0,0.0,1018.0,232.78,,,77.31,14103.45,0.76,215313504
BRA,South America,Brazil,2020-06-26,1032913.0,0.0,29157.57,48954.0,0.0,1018.0,232.78,,,77.31,14103.45,0.76,215313504
BRA,South America,Brazil,2020-06-27,1032913.0,0.0,29157.57,48954.0,0.0,1018.0,232.78,,,77.31,14103.45,0.76,215313504
BRA,South America,Brazil,2020-06-28,1274974.0,242061.0,34580.14,55961.0,7007.0,1001.0,266.09,,,77.31,14103.45,0.76,215313504
BRA,South America,Brazil,2020-06-29,1274974.0,0.0,34580.14,55961.0,0.0,1001.0,266.09,,,77.31,14103.45,0.76,215313504
BRA,South America,Brazil,2020-06-30,1274974.0,0.0,34580.14,55961.0,0.0,1001.0,266.09,,,77.31,14103.45,0.76,215313504
BRA,South America,Brazil,2020-07-01,1274974.0,0.0,34580.14,55961.0,0.0,1001.0,266.09,,,77.31,14103.45,0.76,215313504
BRA,South America,Brazil,2020-07-02,1274974.0,0.0,34580.14,55961.0,0.0,1001.0,266.09,,,77.31,14103.45,0.76,215313504
BRA,South America,Brazil,2020-07-03,1274974.0,0.0,34580.14,55961.0,0.0,1001.0,266.09,,,81.02,14103.45,0.76,215313504
BRA,South America,Brazil,2020-07-04,1274974.0,0.0,34580.14,55961.0,0.0,1001.0,266.09,,,81.02,14103.45,0.76,215313504
BRA,South America,Brazil,2020-07-05,1539081.0,264107.0,37729.57,63174.0,7213.0,1030.43,300.39,,,81.02,14103.45,0.76,215313504
BRA,South America,Brazil,2020-07-06,1539081.0,0.0,37729.57,63174.0,0.0,1030.43,300.39,,,81.02,14103.45,0.76,215313504
BRA,South America,Brazil,2020-07-07,1539081.0,0.0,37729.57,63174.0,0.0,1030.43,300.39,,,81.02,14103.45,0.76,215313504
BRA,South America,Brazil,2020-07-08,1539081.0,0.0,37729.57,63174.0,0.0,1030.43,300.39,,,81.02,14103.45,0.76,215313504
BRA,South America,Brazil,2020-07-09,1539081.0,0.0,37729.57,63174.0,0.0,1030.43,300.39,,,81.02,14103.45,0.76,215313504
BRA,South America,Brazil,2020-07-10,1539081.0,0.0,37729.57,63174.0,0.0,1030.43,300.39,,,81.02,14103.45,0.76,215313504
BRA,South America,Brazil,2020-07-11,1539081.0,0.0,37729.57,63174.0,0.0,1030.43,300.39,,,81.02,14103.45,0.76,215313504
BRA,South America,Brazil,2020-07-12,1800827.0,261746.0,37392.29,70398.0,7224.0,1032.0,334.74,,,81.02,14103.45,0.76,215313504
BRA,South America,Brazil,2020-07-13,1800827.0,0.0,37392.29,70398.0,0.0,1032.0,334.74,,,81.02,14103.45,0.76,215313504
BRA,South America,Brazil,2020-07-14,1800827.0,0.0,37392.29,70398.0,0.0,1032.0,334.74,,,81.02,14103.45,0.76,215313504
BRA,South America,Brazil,2020-07-15,1800827.0,0.0,37392.29,70398.0,0.0,1032.0,334.74,,,81.02,14103.45,0.76,215313504
BRA,South America,Brazil,2020-07-16,1800827.0,0.0,37392.29,70398.0,0.0,1032.0,334.74,,,81.02,14103.45,0.76,215313504
BRA,South America,Brazil,2020-07-17,1800827.0,0.0,37392.29,70398.0,0.0,1032.0,334.74,,,81.02,14103.45,0.76,215313504
BRA,South America,Brazil,2020-07-18,1800827.0,0.0,37392.29,70398.0,0.0,1032.0,334.74,,,81.02,14103.45,0.76,215313504
BRA,South America,Brazil,2020-07-19,2046328.0,245501.0,35071.57,77851.0,7453.0,1064.71,370.18,,,81.02,14103.45,0.76,215313504
BRA,South America,Brazil,2020-07-20,2046328.0,0.0,35071.57,77851.0,0.0,1064.71,370.18,,,81.02,14103.45,0.76,215313504
BRA,South America,Brazil,2020-07-21,2046328.0,0.0,35071.57,77851.0,0.0,1064.71,370.18,,,81.02,14103.45,0.76,215313504
BRA,South America,Brazil,2020-07-22,2046328.0,0.0,35071.57,77851.0,0.0,1064.71,370.18,,,81.02,14103.45,0.76,215313504
BRA,South America,Brazil,2020-07-23,2046328.0,0.0,35071.57,77851.0,0.0,1064.71,370.18,,,81.02,14103.45,0.76,215313504
BRA,South America,Brazil,2020-07-24,2046328.0,0.0,35071.57,77851.0,0.0,1064.71,370.18,,,81.02,14103.45,0.76,215313504
BRA,South America,Brazil,2020-07-25,2046328.0,0.0,35071.57,77851.0,0.0,1064.71,370.18,,,81.02,14103.45,0.76,215313504
BRA,South America,Brazil,2020-07-26,2343366.0,297038.0,42434.0,85238.0,7387.0,1055.29,405.3,,,81.02,14103.45,0.76,215313504
